Epochs: 1
------------------------------------------------------------------------
Ep  1 | train_loss 3.6361, acc 0.0408 (104.9s) | val_loss 3.5104, acc 0.0531 (32.1s) | lr -5.263e-06 | updates 115/115
------------------------------------------------------------------------
Log saved to: /mnt/drive7/projects/my_project/RACE_Attention/trial_exact_flash_K2_L5_M1_VIT.txt
Epochs: 150
------------------------------------------------------------------------
Ep 62 | train_loss 1.2809, acc 0.6296 (104.9s) | val_loss 3.5243, acc 0.2298 (32.2s) | lr 3.555e-04 | updates 7130/17250
Ep 63 | train_loss 1.2669, acc 0.6351 (104.9s) | val_loss 3.4905, acc 0.2246 (32.1s) | lr 3.515e-04 | updates 7245/17250
Ep 64 | train_loss 1.2627, acc 0.6389 (104.8s) | val_loss 3.5335, acc 0.2259 (32.1s) | lr 3.474e-04 | updates 7360/17250
Ep 65 | train_loss 1.1844, acc 0.6690 (104.9s) | val_loss 3.6085, acc 0.2344 (32.1s) | lr 3.434e-04 | updates 7475/17250
Ep 66 | train_loss 1.2014, acc 0.6524 (104.9s) | val_loss 3.6534, acc 0.2232 (32.1s) | lr 3.393e-04 | updates 7590/17250
Ep 67 | train_loss 1.1542, acc 0.6658 (104.9s) | val_loss 3.5653, acc 0.2314 (32.2s) | lr 3.353e-04 | updates 7705/17250
Ep 68 | train_loss 1.0749, acc 0.6902 (104.9s) | val_loss 3.7155, acc 0.2243 (32.2s) | lr 3.313e-04 | updates 7820/17250
Ep 69 | train_loss 1.1081, acc 0.6883 (104.9s) | val_loss 3.6954, acc 0.2377 (32.2s) | lr 3.272e-04 | updates 7935/17250
Ep 70 | train_loss 1.0807, acc 0.6957 (104.8s) | val_loss 3.6364, acc 0.2396 (32.1s) | lr 3.232e-04 | updates 8050/17250
Ep 71 | train_loss 1.0256, acc 0.7073 (104.8s) | val_loss 3.7663, acc 0.2178 (32.1s) | lr 3.191e-04 | updates 8165/17250
Ep 72 | train_loss 1.0320, acc 0.7155 (104.8s) | val_loss 3.7262, acc 0.2379 (32.2s) | lr 3.151e-04 | updates 8280/17250
Ep 73 | train_loss 0.9832, acc 0.7217 (104.9s) | val_loss 3.7825, acc 0.2284 (32.1s) | lr 3.111e-04 | updates 8395/17250
Ep 74 | train_loss 1.0016, acc 0.7215 (104.9s) | val_loss 3.7439, acc 0.2281 (32.2s) | lr 3.070e-04 | updates 8510/17250
Ep 75 | train_loss 0.9627, acc 0.7378 (104.9s) | val_loss 3.7074, acc 0.2311 (32.1s) | lr 3.030e-04 | updates 8625/17250
Ep 76 | train_loss 0.9257, acc 0.7408 (104.9s) | val_loss 3.7786, acc 0.2344 (32.1s) | lr 2.989e-04 | updates 8740/17250
Ep 77 | train_loss 0.9221, acc 0.7432 (104.9s) | val_loss 3.7996, acc 0.2404 (32.2s) | lr 2.949e-04 | updates 8855/17250
Ep 78 | train_loss 0.9191, acc 0.7465 (104.9s) | val_loss 3.9302, acc 0.2251 (32.2s) | lr 2.909e-04 | updates 8970/17250
Ep 79 | train_loss 0.9209, acc 0.7462 (104.9s) | val_loss 3.7751, acc 0.2434 (32.2s) | lr 2.868e-04 | updates 9085/17250
Ep 80 | train_loss 0.8418, acc 0.7647 (104.9s) | val_loss 3.8977, acc 0.2240 (32.2s) | lr 2.828e-04 | updates 9200/17250
Ep 81 | train_loss 0.8636, acc 0.7571 (104.9s) | val_loss 3.8586, acc 0.2401 (32.2s) | lr 2.787e-04 | updates 9315/17250
Ep 82 | train_loss 0.8423, acc 0.7565 (104.8s) | val_loss 3.9317, acc 0.2309 (32.1s) | lr 2.747e-04 | updates 9430/17250
Ep 83 | train_loss 0.8185, acc 0.7758 (104.9s) | val_loss 3.8124, acc 0.2461 (32.2s) | lr 2.707e-04 | updates 9545/17250
Ep 84 | train_loss 0.7775, acc 0.7889 (104.9s) | val_loss 4.0486, acc 0.2322 (32.2s) | lr 2.666e-04 | updates 9660/17250
Ep 85 | train_loss 0.7836, acc 0.7840 (104.9s) | val_loss 3.9662, acc 0.2317 (32.2s) | lr 2.626e-04 | updates 9775/17250
Ep 86 | train_loss 0.7828, acc 0.7859 (104.9s) | val_loss 4.1059, acc 0.2254 (32.2s) | lr 2.585e-04 | updates 9890/17250
Ep 87 | train_loss 0.7296, acc 0.7948 (104.9s) | val_loss 4.0832, acc 0.2289 (32.2s) | lr 2.545e-04 | updates 10005/17250
Ep 88 | train_loss 0.7492, acc 0.7940 (104.9s) | val_loss 4.0702, acc 0.2360 (32.1s) | lr 2.505e-04 | updates 10120/17250
Ep 89 | train_loss 0.7458, acc 0.7967 (104.9s) | val_loss 4.0787, acc 0.2371 (32.2s) | lr 2.464e-04 | updates 10235/17250
Ep 90 | train_loss 0.7473, acc 0.7913 (104.9s) | val_loss 4.1385, acc 0.2268 (32.2s) | lr 2.424e-04 | updates 10350/17250
Ep 91 | train_loss 0.7190, acc 0.8076 (104.9s) | val_loss 4.1131, acc 0.2330 (32.2s) | lr 2.383e-04 | updates 10465/17250
Ep 92 | train_loss 0.7254, acc 0.7935 (104.9s) | val_loss 4.0993, acc 0.2336 (32.1s) | lr 2.343e-04 | updates 10580/17250
Ep 93 | train_loss 0.7287, acc 0.7981 (104.9s) | val_loss 4.1182, acc 0.2276 (32.2s) | lr 2.303e-04 | updates 10695/17250
Ep 94 | train_loss 0.6890, acc 0.8139 (104.8s) | val_loss 4.1246, acc 0.2339 (32.2s) | lr 2.262e-04 | updates 10810/17250
Ep 95 | train_loss 0.6847, acc 0.8063 (104.9s) | val_loss 4.1744, acc 0.2197 (32.1s) | lr 2.222e-04 | updates 10925/17250
